"","File","T_mean","T_low10","DO_mean","DO_low10","pH_mean","pH_low10","OBJECTID","NAME","Area_sq_mi","Type","SHORTNAME","degx","degy","region","T_seasonalSD","pH_seasonalSD","DO_seasonalSD","T_eventSD","pH_eventSD","DO_eventSD","unsat_days","numdays.x","prcnt_unsat","hypo_days","numdays.y","prcnt_hypo"
"61","tphdo_mpa_44",16.3408986806074,14.066,7.2370149348469,6.26536504,7.61931764998755,7.506,44,"Judith Rock SMR",4.557376943,"SMR","Judith Rock",-120.43269,34.00197,"channel",1.35560995805426,0.0467609580559162,12.5267381866395,1.34100026445454,0.065988524587275,18.063756999448,4010,4017,99.8257406024396,13,4017,0.323624595469256
"62","tphdo_mpa_45",16.8117898929549,14.26,7.38945333071446,6.178328304,7.62468459049042,7.5,45,"Kashtayit SMCA",2.017466391,"SMCA","Kashtayit",-120.22408,34.46275,"socal",1.40544109509333,0.0453335923593544,15.5405781990477,1.37986698146053,0.0676597096655085,19.8584156746217,3989,4017,99.3029624097585,18,4017,0.448095593726662
"63","tphdo_mpa_46",18.6482549166044,16.3,7.95451453992532,7.64451332,7.68661488673139,7.648,46,"Laguna Beach SMCA (No-Take)",3.091660215,"SMCA (No-Take)","Laguna Beach",-117.7848,33.50624,"socal",1.56858276700212,0.016566234491066,5.5768279607028,1.17082955278481,0.0310736556322211,7.47199828077143,3962,4017,98.6308190191685,0,4017,0
"64","tphdo_mpa_47",18.625354742345,16.226,7.95693297051531,7.582435648,7.68343913368185,7.639,47,"Laguna Beach SMR",6.715329944,"SMR","Laguna Beach",-117.79636,33.52794,"socal",1.56196236991618,0.0185033110805171,6.32357698889243,1.23192307536232,0.0355723159365231,8.84335510344688,3930,4017,97.8342046303211,0,4017,0
"65","tphdo_mpa_48",18.8983768981827,16.48,7.86442401752552,7.66051272,7.70171695294996,7.677,48,"Long Point SMR",1.669392332,"SMR","Long Point",-118.3804,33.41821,"channel",1.77754967996638,0.0101045024919408,2.40568775575773,0.931120402012191,0.0218715865057708,5.04265849157763,3961,4017,98.6059248195171,0,4017,0
"66","tphdo_mpa_49",18.9394448593478,16.52,7.87559770852875,7.67011236,7.70402240477969,7.679,49,"Lover's Cove SMCA",0.060596845,"SMCA","Lover's Cove",-118.31788,33.34393,"socal",1.82106234989136,0.00955563889311302,2.21933234369514,0.92396505998229,0.0218601984937536,5.25556581506819,3953,4017,98.4067712223052,0,4017,0
"67","tphdo_mpa_5",17.8706671645507,15.7,7.72663560748818,7.2637276,7.67559148618372,7.625,5,"Anacapa Island SMCA",7.30173979,"SMCA","Anacapa Island",-119.42728,34.03987,"channel",1.42731374516052,0.0186976796827534,6.03233472056237,1.10086889509932,0.0334041398477203,8.93334296098705,3997,4017,99.5021160069704,0,4017,0
"68","tphdo_mpa_50",13.5199502116007,11.3,6.22330936048793,3.937772328,7.50054418720438,7.314,50,"MacKerricher SMCA",2.484493644,"SMCA","MacKerricher",-123.80835,39.48323,"norca",0.952501013670353,0.100240514337266,33.1591750859622,1.44970385602138,0.10367985118367,38.137407050583,3974,4017,98.9295494149863,763,4017,18.9942743340802
"69","tphdo_mpa_51",18.5770774209609,16.21,7.97828302870799,7.53891728,7.68126387851631,7.629,51,"Matlahuayl SMR",1.036470935,"SMR","Matlahuayl",-117.26522,32.85863,"socal",1.54572668138327,0.0204270619243035,6.85485656792489,1.25392723409879,0.0358274674189243,9.47129572979826,3986,4017,99.2282798108041,0,4017,0
"70","tphdo_mpa_52",13.0175992033856,10.84,6.01750386464227,3.710580848,7.48372342544187,7.287,52,"Mattole Canyon SMR",9.793972621,"SMR","Mattole Canyon",-124.40193,40.30843,"norca",0.914454816643069,0.131687138857456,43.7952319960062,1.41905677692881,0.0927352643001657,32.9362582891818,3943,4017,98.1578292257904,1041,4017,25.9148618371919
"71","tphdo_mpa_53",14.9874010455564,12.79,6.76707706900672,4.941254696,7.55124396315658,7.387,53,"Montara SMR",11.80871803,"SMR","Montara",-122.54738,37.52173,"norca",1.11409278631507,0.0899296713160272,28.3000093984402,1.39643451253699,0.083817441146761,27.7592573138957,3929,4017,97.8093104306697,203,4017,5.05352252925069
"72","tphdo_mpa_54",17.270144386358,14.74,7.54033997994523,6.64935064,7.64316255912372,7.551,54,"Naples SMCA",2.601557977,"SMCA","Naples",-119.95063,34.42667,"socal",1.49003566022363,0.0343190634081297,12.1007342902105,1.28365901457964,0.0541626353230597,15.4344204300525,3995,4017,99.4523276076674,5,4017,0.124470998257406
"73","tphdo_mpa_55",15.240283793876,12.996,7.00603171255166,5.610029616,7.5743074433657,7.432,55,"Natural Bridges SMR",0.253880037,"SMR","Natural Bridges",-122.09501,36.95562,"centralca",1.16202693133854,0.0616856632862897,17.9432465051655,1.37538364278575,0.0811007476523781,25.2289155763823,3999,4017,99.5519044062733,81,4017,2.01643017176998
"74","tphdo_mpa_56",14.855286532238,12.786,7.21316360127458,6.16296888,7.59330246452577,7.481,56,"North Farallon Islands SMR",18.06822354,"SMR","North Farallon Islands",-123.07218,37.78589,"norca",1.0694385491291,0.0552261802832316,15.675515086874,1.32281244823545,0.0650955858695154,17.0733160296231,4014,4017,99.9253174010456,2,4017,0.0497883993029624
"75","tphdo_mpa_57",14.953859347772,12.886,7.29900275211352,6.324882808,7.60177943739109,7.4926,57,"North Farallon Islands Special Closure",0.212871435,"Special Closure","North Farallon Islands",-123.1018467,37.7676,"norca",1.08389287798215,0.0512802095402832,14.1013277912734,1.31949471592724,0.064681011157209,16.6166234438879,4011,4017,99.8506348020911,1,4017,0.0248941996514812
"76","tphdo_mpa_58",15.6572317649988,13.53,7.20213807499129,5.93257752,7.59652228030869,7.475,58,"Pacific Grove Marine Gardens SMCA",0.981915971,"SMCA","Pacific Grove Marine Gardens",-121.92761,36.63888,"centralca",1.12688152277866,0.0584276781569621,16.3352177032432,1.29377913589315,0.0685862917091253,21.8068342867524,3965,4017,98.705501618123,15,4017,0.373412994772218
"77","tphdo_mpa_59",16.7949166044312,14.666,7.37007003969131,6.612872008,7.63522230520289,7.555,59,"Painted Cave SMCA",1.784669674,"SMCA","Painted Cave",-119.86634,34.07817,"channel",1.23062601311417,0.030115794529891,8.61204119326251,1.17000273131093,0.0490988199230262,14.2634678108359,4005,4017,99.7012696041822,0,4017,0
"78","tphdo_mpa_6",17.9920562608912,15.8,7.74274812248942,7.336044888,7.67818820014937,7.631,6,"Anacapa Island SMR",11.54559417,"SMR","Anacapa Island",-119.38402,34.03784,"channel",1.45206984878188,0.017610901881031,5.41478080867402,1.09057529849004,0.0315575726785985,8.19468559201871,3983,4017,99.1535972118496,0,4017,0
"79","tphdo_mpa_60",15.9288473985561,13.68,7.25974308425193,6.136089888,7.6057503111775,7.486,60,"Piedras Blancas SMCA",8.836800043,"SMCA","Piedras Blancas",-121.34706,35.68234,"centralca",1.20561064287509,0.0506440293713092,14.6611068891419,1.29981546080785,0.0684350980021201,19.9769627306126,4017,4017,100,20,4017,0.497883993029624
"80","tphdo_mpa_61",15.7864625342295,13.43,7.08560819558576,5.72138544,7.58729624097585,7.453,61,"Piedras Blancas SMR",10.43744906,"SMR","Piedras Blancas",-121.30478,35.68093,"centralca",1.23878105300743,0.0543510153277107,17.1350261315107,1.34894936330902,0.0750626276707728,23.2979828424063,4017,4017,100,72,4017,1.79238237490665
"81","tphdo_mpa_62",14.9095638536221,12.706,6.65294196163107,4.778060816,7.54046352999751,7.373,62,"Pillar Point SMCA",6.702436803,"SMCA","Pillar Point",-122.53774,37.48733,"norca",1.10467190390207,0.0911578333014415,28.7629778817353,1.40597924309987,0.0878151221436642,29.4810933770679,3939,4017,98.0582524271845,302,4017,7.51804829474732
"82","tphdo_mpa_63",13.5486350510331,11.4,6.16720129284939,4.16624376,7.4956143888474,7.323,63,"Point Arena SMCA",6.736324971,"SMCA","Point Arena",-123.78764,38.96141,"norca",0.982926994339705,0.104906710875169,34.8253296532511,1.39258887316388,0.0883212021901868,30.4072127415077,3994,4017,99.4274334080159,705,4017,17.5504107542942
"83","tphdo_mpa_64",13.4902598954444,11.306,6.06246851148917,3.94225216,7.48733183968135,7.31,64,"Point Arena SMR",4.377779901,"SMR","Point Arena",-123.75284,38.96036,"norca",1.01059726156919,0.108922323754194,36.7463861996264,1.41017315369792,0.090962118921606,32.1238652123343,3989,4017,99.3029624097585,848,4017,21.1102813044561
"84","tphdo_mpa_65",15.975571321882,13.64,7.20014924243067,6.05737284,7.59986183719193,7.483,65,"Point Buchon SMCA",12.18935569,"SMCA","Point Buchon",-120.92405,35.21689,"centralca",1.23520677712455,0.0470488309545291,14.2986091289745,1.33834039645035,0.0693874373559694,20.754305876996,4012,4017,99.8755290017426,29,4017,0.721931789892955
"85","tphdo_mpa_66",15.8057057505601,13.4,7.04860302122081,5.68618676,7.58287677371173,7.447,66,"Point Buchon SMR",6.684094782,"SMR","Point Buchon",-120.89589,35.22728,"centralca",1.2463154894976,0.051743215930736,16.9277616051225,1.38018471907424,0.0775869212672645,24.6895857479245,4010,4017,99.8257406024396,83,4017,2.06621857107294
"86","tphdo_mpa_67",13.3855379636545,11.18,5.98831740627533,3.76945864,7.48334578043316,7.302,67,"Point Cabrillo SMR",0.440743424,"SMR","Point Cabrillo",-123.82861,39.35015,"norca",0.97872476965846,0.105620280735183,35.7447772229166,1.43870517491902,0.099262328810367,36.6846812053179,3983,4017,99.1535972118496,952,4017,23.6992780682101
"87","tphdo_mpa_68",16.6439631565845,14.29,7.30799380154344,6.328082688,7.61891162559124,7.516,68,"Point Conception SMR",22.52344824,"SMR","Point Conception",-120.46955,34.42416,"socal",1.30040054140437,0.0415992163437021,13.2959541569973,1.26283315583012,0.0560759831381633,15.6145720917665,4017,4017,100,6,4017,0.149365197908887
"88","tphdo_mpa_69",18.3103037092357,15.956,7.85632195641524,7.51651812,7.68235424446104,7.643,69,"Point Dume SMCA",15.92034847,"SMCA","Point Dume",-118.84997,33.9977,"socal",1.57271441180724,0.0166096596413363,5.58004153374524,1.09219641336354,0.0291330585281948,7.11376787506888,3972,4017,98.8797610156833,0,4017,0
"89","tphdo_mpa_7",17.9779362708489,15.79,7.73159992219069,7.30852592,7.67732387353747,7.63,7,"Anacapa Island Special Closure",1.026217892,"Special Closure","Anacapa Island Special Closure",-119.40214,34.01027,"channel",1.44900377885647,0.0175784996842023,5.40566644944011,1.09561822349918,0.0322048787124051,8.41322503969787,3988,4017,99.278068210107,0,4017,0
"90","tphdo_mpa_70",18.3218844909136,15.93,7.86517280697038,7.52291788,7.68233109285536,7.642,70,"Point Dume SMR",7.532244735,"SMR","Point Dume",-118.8036,33.97856,"socal",1.57458438294722,0.0169287966796928,5.68743024118572,1.10227338705936,0.0293738570585052,7.18756143083082,3966,4017,98.7303958177745,0,4017,0
"91","tphdo_mpa_71",15.226355489171,12.95,6.93047965414986,5.36299888,7.5690283793876,7.417,71,"Point Lobos SMCA",8.466819956,"SMCA","Point Lobos",-121.99454,36.5061,"centralca",1.087927326776,0.066283397475483,19.4367771568804,1.38940547388338,0.0840439541942635,25.9605744374813,4003,4017,99.6514812048793,93,4017,2.31516056758775
"92","tphdo_mpa_72",15.0731966641772,12.68,6.77791197261538,5.041730928,7.55299676375405,7.389,72,"Point Lobos SMR",5.500993895,"SMR","Point Lobos",-121.95474,36.50542,"centralca",1.10036206522395,0.0681882482815077,20.6951572164845,1.4593646005707,0.0922078414705862,29.7012762053602,3994,4017,99.4274334080159,191,4017,4.75479213343291
"93","tphdo_mpa_73",14.8352808065721,12.29,6.9254677036933,4.619346768,7.55691959173513,7.347,73,"Point Resistance Rock Special Closure",0.014571961,"Special Closure","Point Resistance Rock",-122.82923,37.99853,"norca",1.34837094679388,0.0869283909807119,26.7984443269722,1.59556027315399,0.108917860746704,36.2235575769047,3736,4017,93.0047298979338,385,4017,9.58426686582026
"94","tphdo_mpa_74",14.3830231516057,11.94,6.53002427099328,4.26863992,7.52412621359223,7.325,74,"Point Reyes Headlands Special Closure",0.671954923,"Special Closure","Point Reyes Headlands",-122.99039,37.99158,"norca",1.21368569066116,0.105339533837291,34.4916593655903,1.49978995911289,0.0987723859797481,33.9125568703126,3819,4017,95.0709484690067,617,4017,15.3597211849639
"95","tphdo_mpa_75",14.2539365197909,11.96,6.48586138646154,4.579668256,7.52309210853871,7.3526,75,"Point Reyes SMCA",12.26625258,"SMCA","Point Reyes",-122.99343,37.96232,"norca",1.13119963274907,0.0976851832321006,32.0586737553827,1.41503320900208,0.0860517844246907,28.1519443441136,3934,4017,97.9337814289271,417,4017,10.3808812546677
"96","tphdo_mpa_76",14.3830231516057,11.94,6.53002427099328,4.26863992,7.52412621359223,7.325,76,"Point Reyes SMR",9.550886292,"SMR","Point Reyes",-122.96806,38.00447,"norca",1.21368569066116,0.105339533837291,34.4916593655903,1.49978995911289,0.0987723859797481,33.9125568703126,3819,4017,95.0709484690067,617,4017,15.3597211849639
"97","tphdo_mpa_77",12.9313081901917,11.09,6.82146005321782,4.506071016,7.55499825740602,7.344,77,"Point St. George Reef Offshore SMCA",9.523240218,"SMCA","Point St. George Reef Offshore",-124.41332,41.84112,"norca",0.649300421005025,0.12714197917831,41.3191905336662,1.28508982398631,0.084422691020438,27.5350391891914,3833,4017,95.4194672641275,445,4017,11.0779188449091
"98","tphdo_mpa_78",15.3447025143142,13.056,6.97690698948469,5.57739084,7.57431491162559,7.43,78,"Point Sur SMCA",10.61762401,"SMCA","Point Sur",-121.92679,36.27624,"centralca",1.09495792457201,0.0586456296666213,17.0056472259574,1.38250256092738,0.0828380811232502,24.9904435811811,4005,4017,99.7012696041822,75,4017,1.86706497386109
"99","tphdo_mpa_79",15.2472648742843,12.91,6.86626426794324,5.334839936,7.56302813044561,7.408,79,"Point Sur SMR",9.791616149,"SMR","Point Sur",-121.88057,36.27749,"centralca",1.1092391321384,0.0618561075670435,18.6993142144738,1.41583311748753,0.0870224519124432,27.2468406321364,4004,4017,99.6763754045307,143,4017,3.55987055016181
"100","tphdo_mpa_8",18.7509658949465,16.39,7.89345713337316,7.599715,7.69994498381877,7.667,8,"Arrow Point to Lion Head Point SMCA",0.65108345,"SMCA","Arrow Point to Lion Head Point",-118.5205,33.46482,"channel",1.71534361464675,0.0117126114134174,3.68299671885784,0.949087815455496,0.0260946156722502,6.41495212574047,3952,4017,98.3818770226537,0,4017,0
"101","tphdo_mpa_80",18.4419019168534,16.13,7.91683370257406,7.59651512,7.68547473238735,7.645,80,"Point Vicente SMCA (No-Take)",15.04456164,"SMCA (No-Take)","Point Vicente",-118.43195,33.72009,"socal",1.52690112180155,0.0153330582209696,5.87806104050117,1.13513863573016,0.0316958605555775,7.64553317515959,3959,4017,98.5561364202141,0,4017,0
"102","tphdo_mpa_81",15.5868359472243,13.44,7.28878018302216,6.196887608,7.60409808314663,7.487,81,"Portuguese Ledge SMCA",10.63563345,"SMCA","Portuguese Ledge",-121.97505,36.70033,"centralca",1.11285362226072,0.0500298938115233,13.4838540633153,1.28849377707149,0.0674442746447478,19.246628305139,3993,4017,99.4025392083644,4,4017,0.0995767986059248
"103","tphdo_mpa_82",12.5867540453074,10.34,6.32955517447747,3.601784928,7.51658352003983,7.2896,82,"Pyramid Point SMCA",13.9935561,"SMCA","Pyramid Point",-124.25481,41.98043,"norca",0.694073653453247,0.12467510871234,41.4920563828644,1.53392534586526,0.11897250821917,45.305057375957,3798,4017,94.5481702763256,985,4017,24.520786656709
"104","tphdo_mpa_83",12.9206621857107,10.99,6.45913175405825,4.00944964,7.52131092855365,7.306,83,"Reading Rock SMCA",11.95939437,"SMCA","Reading Rock",-124.12665,41.31458,"norca",0.665432450522977,0.138492021916078,46.2014254932193,1.3900770594809,0.0948856508139977,32.5717184842626,3797,4017,94.5232760766741,807,4017,20.0896191187453
"105","tphdo_mpa_84",12.8897261638038,11.09,6.53507246604531,4.366556248,7.5298073188947,7.338,84,"Reading Rock SMR",9.602779439,"SMR","Reading Rock",-124.19988,41.31631,"norca",0.686999277821296,0.129907075771967,42.9138957232213,1.30663222291044,0.0795501833923802,26.6810270654035,3907,4017,97.2616380383371,546,4017,13.5922330097087
"106","tphdo_mpa_85",16.6328379387603,14.38,7.35970727172517,6.4637576,7.63863704256908,7.5376,85,"Richardson Rock FMR",31.97444022,"FMR","Richardson Rock",-120.56093,34.11605,"channel",1.38999492507963,0.0411093879552701,10.7257589490684,1.27681227515865,0.0603630175934632,16.4070613285251,3957,4017,98.5063480209111,0,4017,0
"107","tphdo_mpa_86",16.5321657953697,14.3,7.29774096224048,6.382480648,7.63170948469007,7.529,86,"Richardson Rock SMR",40.74868812,"SMR","Richardson Rock",-120.51896,34.09649,"channel",1.36476185079378,0.0429505779214195,11.5815179379474,1.27441609720754,0.0603857807893446,16.5297585592037,3979,4017,99.0540204132437,5,4017,0.124470998257406
"108","tphdo_mpa_87",13.3871854617874,11.19,5.98610178610306,3.814896936,7.48296116504854,7.304,87,"Russian Gulch SMCA",0.217897628,"SMCA","Russian Gulch",-123.81139,39.32725,"norca",0.977076806473639,0.105452523492798,35.696583684414,1.43179582768447,0.0977208768607369,35.9560352570902,3988,4017,99.278068210107,958,4017,23.848643266119
"109","tphdo_mpa_88",14.2571889469754,11.886,6.44145004721932,4.06704748,7.51776176250933,7.315,88,"Russian River SMCA",0.840523942,"SMCA","Russian River",-123.13572,38.44686,"norca",1.19633873746034,0.100524802402322,34.2173563279033,1.52023183947359,0.104609764141671,37.3000804349494,3893,4017,96.9131192432163,730,4017,18.1727657455813
"110","tphdo_mpa_89",13.7391667911377,11.43,6.06010759430122,3.857775328,7.488000248942,7.304,89,"Salt Point SMCA",1.840243437,"SMCA","Salt Point",-123.34085,38.57096,"norca",1.09811049521802,0.105649989572482,36.5669197855063,1.45489031728292,0.093608726597481,33.1839215012612,3991,4017,99.3527508090615,899,4017,22.3798854866816
"111","tphdo_mpa_9",15.3091884490914,13.026,6.95045560405278,5.42059672,7.57024421209858,7.425,9,"Asilomar SMR",1.505280908,"SMR","Asilomar",-121.94648,36.62579,"centralca",1.10169083733579,0.0579030522265033,17.0967189030074,1.40655574761086,0.08510664089138,27.5078197859003,3974,4017,98.9295494149863,93,4017,2.31516056758775
"112","tphdo_mpa_90",12.9902335075927,11.02,6.31637106347324,3.892974008,7.51158352003983,7.303,90,"Samoa SMCA",13.06327606,"SMCA","Samoa",-124.18744,40.89155,"norca",0.704688006062748,0.13598343339996,45.7270794860353,1.39508688959342,0.0977086788131637,34.7327779568198,3823,4017,95.1705252676126,945,4017,23.5250186706497
"113","tphdo_mpa_91",18.5770774209609,16.21,7.97828302870799,7.53891728,7.68126387851631,7.629,91,"San Diego-Scripps Coastal SMCA",1.456883289,"SMCA","San Diego-Scripps Coastal",-117.26278,32.87487,"socal",1.54572668138327,0.0204270619243035,6.85485656792489,1.25392723409879,0.0358274674189243,9.47129572979826,3986,4017,99.2282798108041,0,4017,0
"114","tphdo_mpa_92",16.3716031864576,14.03,7.2033783570824,6.107290968,7.61984217077421,7.4986,92,"San Miguel Island Special Closure",0.864547939,"Special Closure","San Miguel Island Special Closure",-120.44154,34.03248,"channel",1.37503582471373,0.0470681393857401,12.9316597238428,1.37646524482591,0.0697575688161173,19.9658278074629,4003,4017,99.6514812048793,21,4017,0.522778192681105
"115","tphdo_mpa_93",18.1301742593976,16,7.75338889845158,7.352044288,7.68937714712472,7.638,93,"Santa Barbara Island FMR",43.96987382,"FMR","Santa Barbara Island",-118.96245,33.41018,"channel",1.59733469107554,0.0162064983282106,4.40352508414683,1.03980518934279,0.0345995400516835,8.36304092107194,3975,4017,98.9544436146378,0,4017,0
"116","tphdo_mpa_94",18.0680532735873,15.97,7.73948610889719,7.3277252,7.68670998257406,7.634,94,"Santa Barbara Island SMR",12.76920122,"SMR","Santa Barbara Island",-119.00717,33.44899,"channel",1.57089473261728,0.0161064819291009,4.49872886362118,1.04726343175349,0.0356047475900051,8.73722650880522,3980,4017,99.0789146128952,0,4017,0
"117","tphdo_mpa_95",13.4235409509584,11.11,5.87716702142196,3.65746284,7.47461090365945,7.295,95,"Saunders Reef SMCA",9.360836118,"SMCA","Saunders Reef",-123.68585,38.84854,"norca",1.07540345300425,0.109099826531147,37.886579353444,1.44344632498796,0.0943432924037626,34.414634202922,3998,4017,99.5270102066219,1056,4017,26.2882748319642
"118","tphdo_mpa_96",17.5712347523027,15.49,7.61192903038088,7.15493168,7.66458526263381,7.613,96,"Scorpion FMR",8.800591985,"FMR","Scorpion",-119.56933,34.12974,"channel",1.34996762073401,0.0187649186850364,5.42424849917551,1.0875375442272,0.0338509945866832,9.13344139377605,4014,4017,99.9253174010456,0,4017,0
"119","tphdo_mpa_97",17.5994224545681,15.46,7.58941675537964,7.17733084,7.66526562111028,7.616,97,"Scorpion SMR",9.63599763,"SMR","Scorpion",-119.56885,34.07786,"channel",1.40912063427631,0.0150142839063163,3.52155805471224,1.08237896018264,0.0360634196245403,9.67637894392466,4011,4017,99.8506348020911,0,4017,0
"120","tphdo_mpa_98",13.421002240478,11.13,5.9038014619756,3.610104616,7.47570823998008,7.292,98,"Sea Lion Cove SMCA",0.224057288,"SMCA","Sea Lion Cove",-123.73019,38.93442,"norca",1.05398307173558,0.113732446827331,39.1831727018206,1.44388534993566,0.0970720798345538,35.9737156556465,3977,4017,99.0042320139408,1092,4017,27.1844660194175
"121","tphdo_mpa_99",13.2282185710729,11.08,6.25980089715708,4.142564648,7.5026499875529,7.3166,99,"Sea Lion Gulch SMR",10.41629031,"SMR","Sea Lion Gulch",-124.37156,40.22647,"norca",0.897139340452653,0.118281679450409,38.2574515197733,1.39690699745357,0.0890555754186715,30.5958903276622,3967,4017,98.7552900174259,711,4017,17.6997759522031
